,test_number,folder,scene,dist_met,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,Sum
149,2,boxes_jpg_75,boxes,jpg,3.0,3.5,3.9,4.1,3.8,4.8,4.1,4.9,4.4,2.3,4.0,4.0,4.4,3.1,2.9,2.4,3.7249999999999996
150,2,boxes_pin_001,boxes,pin,5.0,4.0,4.7,4.6,5.0,3.2,5.0,4.9,5.0,3.5,5.0,4.9,5.0,4.1,5.0,4.9,4.612500000000001
151,2,boxes_pin_002,boxes,pin,4.0,4.5,4.6,4.4,5.0,3.5,5.0,5.0,5.0,4.3,4.0,4.8,5.0,3.7,4.2,3.1,4.38125
152,2,boxes_pin_003,boxes,pin,4.5,4.5,5.0,5.0,4.0,4.0,5.0,4.6,5.0,5.0,3.0,4.9,2.2,3.4,4.8,5.0,4.36875
153,2,boxes_pin_004,boxes,pin,4.0,1.5,3.7,4.1,3.0,3.2,5.0,3.6,5.0,4.9,4.0,4.9,1.0,3.6,4.6,5.0,3.8187499999999996
154,2,boxes_pin_005,boxes,pin,1.0,1.0,1.4,3.9,2.0,1.0,2.7,1.2,1.0,1.0,3.1,1.7,1.0,2.2,2.9,3.8,1.93125
155,2,boxes_sal_001,boxes,sal,4.0,4.0,3.0,2.7,3.7,3.5,3.0,4.2,2.9,4.6,4.0,3.6,2.3,4.3,2.1,5.0,3.5562499999999995
156,2,boxes_sal_002,boxes,sal,3.5,1.5,1.3,2.4,3.2,2.4,2.0,3.2,3.0,3.0,3.0,2.3,2.1,3.2,2.6,4.0,2.66875
157,2,boxes_sal_003,boxes,sal,3.0,1.5,1.0,2.0,3.0,2.6,2.0,3.5,2.4,1.9,2.0,3.0,1.7,2.7,1.5,3.5,2.33125
158,2,boxes_sal_004,boxes,sal,3.0,1.0,1.3,1.4,2.5,2.1,2.0,2.7,1.8,2.5,2.0,2.5,1.0,2.7,1.8,3.7,2.125
159,2,boxes_sal_005,boxes,sal,2.0,1.0,1.0,1.2,2.0,2.1,1.4,2.2,1.0,2.1,1.0,2.0,1.0,1.9,1.0,2.4,1.58125
160,2,boxes_uns_001,boxes,uns,3.0,4.5,5.0,4.6,5.0,4.4,4.3,4.9,5.0,4.3,5.0,4.8,5.0,4.0,4.5,5.0,4.58125
161,2,boxes_uns_002,boxes,uns,4.0,4.0,4.2,4.0,4.0,4.0,4.1,4.1,4.6,4.1,4.0,4.0,3.9,3.8,3.7,4.0,4.03125
162,2,boxes_uns_003,boxes,uns,3.5,4.0,4.2,3.7,3.8,3.9,4.1,3.1,4.4,2.2,2.0,3.0,2.6,4.0,2.8,4.0,3.45625
163,2,boxes_uns_004,boxes,uns,2.0,4.0,3.7,4.0,3.5,3.3,4.0,2.4,4.3,2.3,2.0,2.7,3.2,3.2,2.3,4.0,3.1812500000000004
164,2,boxes_uns_005,boxes,uns,1.5,3.0,2.5,3.6,3.3,2.6,2.8,2.2,4.1,1.7,2.0,3.1,1.7,3.1,3.2,4.0,2.7750000000000004
165,2,boxes_vp9_01,boxes,vp9,2.0,2.0,1.9,2.9,3.3,3.0,4.3,4.2,2.0,1.2,2.1,2.3,1.7,2.6,3.3,1.4,2.5125
166,2,boxes_vp9_05,boxes,vp9,4.0,5.0,3.0,4.0,3.5,4.4,4.6,4.1,3.1,3.4,4.0,3.6,1.7,3.1,3.8,4.1,3.7125000000000004
167,2,boxes_vp9_15,boxes,vp9,4.0,4.5,4.7,4.5,5.0,4.0,5.0,4.4,5.0,4.3,5.0,4.5,4.9,4.2,4.9,4.9,4.612500000000001
168,2,boxes_vp9_25,boxes,vp9,4.0,4.0,4.8,4.8,5.0,4.2,5.0,4.0,5.0,3.3,5.0,4.1,4.8,4.4,4.6,4.8,4.487499999999999
169,2,boxes_vp9_75,boxes,vp9,4.0,5.0,4.9,4.7,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.9,4.9,3.2,5.0,5.0,4.6
170,2,boxes_x264_01,boxes,x264,1.0,1.0,1.2,1.7,1.5,1.1,1.5,2.6,1.8,1.0,1.0,2.0,1.0,1.5,1.8,1.0,1.41875
171,2,boxes_x264_05,boxes,x264,3.0,4.5,3.5,4.3,3.3,3.9,4.5,3.8,2.5,2.4,4.0,3.0,2.6,3.6,3.5,4.8,3.5749999999999997
172,2,boxes_x264_15,boxes,x264,4.0,3.5,5.0,5.0,3.8,4.0,5.0,4.7,5.0,3.9,5.0,4.0,5.0,3.9,4.9,5.0,4.48125
173,2,boxes_x264_25,boxes,x264,4.0,3.5,5.0,4.0,5.0,5.0,5.0,4.5,4.9,5.0,4.0,4.2,5.0,3.0,4.9,5.0,4.5
174,2,boxes_x264_75,boxes,x264,4.0,5.0,4.9,5.0,5.0,4.0,5.0,4.7,4.9,4.9,5.0,4.9,4.9,4.5,4.8,4.9,4.7749999999999995
175,2,boxes_x265_01,boxes,x265,2.0,2.1,1.4,2.0,2.8,2.5,3.0,2.0,2.5,1.5,1.0,1.8,1.4,1.4,2.5,1.2,1.9437499999999999
176,2,boxes_x265_05,boxes,x265,3.0,3.5,4.0,4.1,3.5,3.5,5.0,4.6,5.0,2.7,4.0,3.9,2.7,3.0,3.8,3.9,3.7625
177,2,boxes_x265_15,boxes,x265,4.0,4.0,4.4,4.5,4.0,5.0,5.0,4.8,5.0,5.0,5.0,4.5,4.9,3.3,4.7,4.8,4.5562499999999995
178,2,boxes_x265_25,boxes,x265,4.0,3.0,4.4,4.0,5.0,4.0,5.0,4.2,5.0,3.6,5.0,4.9,4.9,4.0,4.8,5.0,4.425
179,2,boxes_x265_75,boxes,x265,5.0,4.5,4.6,4.2,5.0,4.1,5.0,3.0,5.0,4.0,4.0,4.9,5.0,4.0,4.8,5.0,4.50625
180,2,kitchen_av1_01,kitchen,av1,2.0,1.0,2.7,3.6,3.0,2.6,3.5,4.7,1.7,2.0,2.1,2.2,1.0,2.2,2.9,2.0,2.4499999999999997
181,2,kitchen_av1_05,kitchen,av1,5.0,2.8,5.0,5.0,3.5,5.0,5.0,4.7,2.7,1.8,3.0,3.1,1.6,3.6,4.7,3.5,3.7500000000000004
182,2,kitchen_av1_15,kitchen,av1,4.0,4.5,4.7,4.9,5.0,2.6,5.0,4.5,5.0,3.5,5.0,4.4,4.9,3.1,4.2,5.0,4.39375
183,2,kitchen_av1_25,kitchen,av1,4.0,3.0,4.9,4.6,5.0,4.3,5.0,4.5,5.0,4.3,5.0,4.0,5.0,4.6,5.0,5.0,4.574999999999999
184,2,kitchen_av1_75,kitchen,av1,4.0,4.0,5.0,5.0,5.0,4.8,5.0,5.0,5.0,3.1,4.0,3.9,4.2,3.3,5.0,5.0,4.45625
185,2,kitchen_bar_001,kitchen,bar,5.0,4.5,4.9,5.0,5.0,4.8,4.7,4.5,5.0,5.0,5.0,4.9,4.9,3.3,5.0,5.0,4.78125
186,2,kitchen_bar_002,kitchen,bar,4.0,4.0,5.0,5.0,5.0,4.5,4.6,3.0,5.0,4.4,5.0,4.7,4.9,5.0,4.6,5.0,4.606249999999999
187,2,kitchen_bar_003,kitchen,bar,5.0,4.5,4.9,5.0,5.0,3.5,5.0,4.8,5.0,3.9,5.0,4.5,3.2,3.5,3.6,4.8,4.449999999999999
188,2,kitchen_bar_004,kitchen,bar,4.0,3.5,4.5,4.8,5.0,4.3,5.0,4.8,4.4,3.9,4.0,4.6,4.9,3.8,5.0,5.0,4.46875
189,2,kitchen_bar_005,kitchen,bar,4.0,5.0,4.7,5.0,5.0,3.9,5.0,4.0,4.8,3.1,4.0,2.3,1.7,3.0,4.8,4.0,4.018749999999999
190,2,kitchen_bpg_25,kitchen,bpg,1.0,2.0,1.9,2.1,3.0,1.6,2.3,3.0,2.0,1.9,2.0,1.5,1.7,2.0,2.3,1.8,2.0062499999999996
191,2,kitchen_bpg_375,kitchen,bpg,1.0,1.5,2.6,1.7,2.8,2.0,4.0,3.5,3.1,3.9,2.0,3.0,1.7,2.5,2.7,3.2,2.5750000000000006
192,2,kitchen_bpg_5,kitchen,bpg,2.0,4.5,3.1,3.5,3.2,2.2,3.4,4.0,2.2,1.4,2.0,4.1,1.3,2.9,3.1,2.9,2.8624999999999994
193,2,kitchen_bpg_625,kitchen,bpg,2.0,3.5,4.0,3.4,3.2,3.4,4.1,4.4,2.6,2.7,2.0,3.0,3.2,3.4,3.5,3.8,3.2625
194,2,kitchen_bpg_75,kitchen,bpg,3.0,5.0,3.8,3.5,3.3,2.2,3.7,5.0,3.1,1.8,3.0,3.0,4.9,3.8,2.9,4.3,3.5187499999999994
195,2,kitchen_gau_001,kitchen,gau,4.0,3.1,5.0,5.0,5.0,4.6,5.0,4.8,3.0,4.6,5.0,5.0,4.2,3.5,4.7,4.5,4.4375
196,2,kitchen_gau_002,kitchen,gau,3.5,2.5,3.1,4.7,3.7,3.6,5.0,3.0,5.0,4.5,4.0,3.9,3.3,3.5,2.3,3.4,3.6874999999999996
197,2,kitchen_gau_003,kitchen,gau,3.0,1.5,2.2,3.0,3.5,2.7,4.0,3.1,2.4,2.1,2.0,3.1,2.9,2.7,2.5,2.7,2.7125000000000004
198,2,kitchen_gau_004,kitchen,gau,2.1,1.5,2.5,1.9,2.8,2.5,3.0,3.1,2.2,2.0,1.0,3.2,1.7,2.7,2.5,2.6,2.3312500000000003
199,2,kitchen_gau_005,kitchen,gau,3.0,1.5,1.3,1.1,2.3,1.6,1.6,1.5,1.7,1.1,1.0,2.4,1.7,2.0,1.6,1.7,1.6937499999999999
200,2,kitchen_jp2_25,kitchen,jp2,1.0,2.0,1.2,2.0,2.0,1.5,2.0,2.5,2.1,1.1,1.0,2.1,1.0,1.6,1.7,1.2,1.6250000000000002
201,2,kitchen_jp2_375,kitchen,jp2,1.0,2.0,2.1,3.1,2.2,2.0,2.4,3.0,5.0,1.0,1.0,2.6,1.3,2.0,2.6,1.7,2.1875
202,2,kitchen_jp2_5,kitchen,jp2,1.0,3.1,3.0,2.8,2.7,2.4,3.1,5.0,1.4,2.2,2.0,3.2,1.7,2.3,2.7,2.4,2.5624999999999996
203,2,kitchen_jp2_625,kitchen,jp2,1.0,3.0,2.6,1.8,3.0,2.5,3.8,4.9,1.8,1.5,2.0,3.2,2.3,2.2,3.5,2.5,2.6
204,2,kitchen_jp2_75,kitchen,jp2,2.5,3.0,3.5,4.0,3.2,3.5,3.9,4.6,2.2,2.1,3.0,3.1,1.7,3.0,2.9,3.7,3.11875
205,2,kitchen_jpg_25,kitchen,jpg,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.00625
206,2,kitchen_jpg_375,kitchen,jpg,1.8,1.0,1.4,1.4,1.8,1.6,1.8,2.4,1.0,1.1,1.0,1.7,1.0,2.0,2.7,1.2,1.55625
207,2,kitchen_jpg_5,kitchen,jpg,1.5,2.0,1.9,2.1,2.5,2.5,3.1,3.7,1.8,1.0,2.0,2.0,1.4,1.9,2.3,2.0,2.10625
208,2,kitchen_jpg_625,kitchen,jpg,2.5,2.0,2.1,3.7,3.0,3.0,3.8,3.7,3.1,2.7,2.0,3.0,1.7,2.4,2.3,2.4,2.7125
209,2,kitchen_jpg_75,kitchen,jpg,2.0,5.0,3.7,4.1,3.3,3.5,5.0,4.9,2.3,1.3,3.1,3.1,1.4,3.9,3.0,2.7,3.26875
210,2,kitchen_pin_001,kitchen,pin,5.0,4.0,5.0,5.0,5.0,4.6,5.0,5.0,4.8,5.0,4.0,5.0,4.9,4.2,4.9,5.0,4.775
211,2,kitchen_pin_002,kitchen,pin,5.0,5.0,4.6,5.0,5.0,5.0,5.0,4.4,3.7,4.1,5.0,4.6,4.9,3.6,5.0,4.2,4.6312500000000005
212,2,kitchen_pin_003,kitchen,pin,3.5,5.0,4.9,5.0,5.0,4.4,4.7,4.6,4.8,5.0,4.0,4.6,5.0,4.0,5.0,5.0,4.65625
213,2,kitchen_pin_004,kitchen,pin,4.0,4.0,5.0,5.0,3.8,4.7,5.0,4.8,5.0,2.7,5.0,4.6,5.0,4.3,5.0,5.0,4.55625
214,2,kitchen_pin_005,kitchen,pin,4.0,4.5,4.9,5.0,4.0,4.6,3.6,4.9,2.2,3.4,3.0,4.4,1.8,4.2,2.5,4.7,3.85625
215,2,kitchen_sal_001,kitchen,sal,4.0,5.0,5.0,2.3,3.7,3.0,3.5,4.6,2.4,3.4,5.0,3.9,4.9,3.5,3.5,4.6,3.89375
216,2,kitchen_sal_002,kitchen,sal,4.0,1.5,1.4,2.0,3.3,2.6,2.0,4.0,2.1,2.4,4.0,3.0,1.2,2.8,1.8,4.1,2.6374999999999997
217,2,kitchen_sal_003,kitchen,sal,4.0,1.5,1.3,2.1,3.0,2.0,2.0,3.0,2.2,2.6,1.0,2.4,1.7,2.7,1.8,3.7,2.3125
218,2,kitchen_sal_004,kitchen,sal,3.0,1.5,1.1,1.6,2.5,2.2,2.0,3.0,1.4,2.7,1.0,2.0,1.0,2.2,1.7,3.0,1.9937499999999997
219,2,kitchen_sal_005,kitchen,sal,1.1,1.0,1.1,1.0,2.0,1.3,1.0,2.0,1.6,2.7,1.0,1.2,1.0,2.0,1.4,2.7,1.5062499999999999
220,2,kitchen_uns_001,kitchen,uns,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.7,5.0,3.7,4.0,5.0,4.2,4.5,4.8,5.0,4.61875
221,2,kitchen_uns_002,kitchen,uns,4.0,4.0,4.6,4.5,4.0,4.0,5.0,4.0,5.0,4.3,5.0,4.0,1.9,4.0,3.7,4.1,4.13125
222,2,kitchen_uns_003,kitchen,uns,3.0,4.0,4.4,3.9,3.7,3.9,3.9,3.5,4.8,2.8,2.1,1.9,2.9,4.0,2.7,3.7,3.4499999999999997
223,2,kitchen_uns_004,kitchen,uns,2.0,4.0,2.8,4.1,3.7,3.3,3.4,2.2,4.2,2.4,2.0,3.0,1.3,2.9,2.5,3.9,2.9812499999999997
224,2,kitchen_uns_005,kitchen,uns,1.0,2.1,2.5,3.9,2.3,1.6,2.5,2.1,2.9,1.8,2.0,1.3,1.0,2.9,1.9,3.9,2.2312499999999997
225,2,kitchen_vp9_01,kitchen,vp9,1.0,2.0,2.0,3.6,2.5,3.0,2.5,3.8,1.5,1.0,1.0,1.2,1.0,2.5,2.7,1.6,2.05625
226,2,kitchen_vp9_05,kitchen,vp9,2.0,2.0,3.5,3.4,3.0,2.7,4.1,5.0,2.1,1.9,3.0,3.2,2.6,2.5,3.4,4.1,3.0312500000000004
227,2,kitchen_vp9_15,kitchen,vp9,3.0,4.5,4.7,5.0,5.0,4.5,5.0,4.9,4.8,2.2,3.0,3.6,4.9,3.8,4.9,5.0,4.3
228,2,kitchen_vp9_25,kitchen,vp9,5.0,5.0,4.9,4.7,3.3,5.0,4.6,4.7,3.2,5.0,5.0,3.9,3.2,4.7,4.7,3.8,4.41875
229,2,kitchen_vp9_75,kitchen,vp9,5.0,5.0,4.6,5.0,5.0,4.0,5.0,4.6,4.3,3.5,5.0,3.8,4.9,3.9,5.0,5.0,4.6
230,2,kitchen_x264_01,kitchen,x264,1.0,1.5,1.1,1.3,1.3,1.0,2.0,1.3,1.5,1.0,1.0,2.3,1.0,1.8,1.6,1.0,1.3562500000000002
231,2,kitchen_x264_05,kitchen,x264,2.5,3.0,4.4,4.0,4.0,3.5,5.0,4.5,2.4,3.1,4.0,3.0,1.8,3.4,4.3,3.8,3.5437499999999993
232,2,kitchen_x264_15,kitchen,x264,5.0,3.6,4.6,5.0,5.0,4.5,5.0,4.6,4.9,4.3,4.0,3.4,4.9,2.8,4.9,5.0,4.46875
233,2,kitchen_x264_25,kitchen,x264,4.0,5.0,5.0,5.0,5.0,4.1,5.0,4.2,5.0,3.9,5.0,4.5,5.0,3.9,5.0,4.6,4.6375
234,2,kitchen_x264_75,kitchen,x264,4.5,5.0,5.0,5.0,5.0,4.7,5.0,4.9,4.7,3.8,5.0,4.8,4.9,4.0,5.0,4.8,4.75625
235,2,kitchen_x265_01,kitchen,x265,1.0,1.5,1.8,3.0,1.5,1.5,2.6,2.1,1.1,1.0,1.0,2.0,1.0,2.0,1.6,1.1,1.6125000000000003
236,2,kitchen_x265_05,kitchen,x265,2.5,3.0,3.0,3.0,3.0,2.4,4.7,4.1,3.9,2.8,3.0,2.6,2.6,2.7,3.0,4.8,3.1937499999999996
237,2,kitchen_x265_15,kitchen,x265,4.0,3.5,4.9,5.0,3.7,3.9,5.0,4.2,5.0,4.1,5.0,4.0,4.9,3.2,4.1,3.7,4.2625
238,2,kitchen_x265_25,kitchen,x265,4.0,2.5,4.1,4.9,5.0,4.5,5.0,4.7,3.3,4.0,4.0,4.1,5.0,4.0,4.3,4.8,4.2625
239,2,kitchen_x265_75,kitchen,x265,4.0,4.5,4.9,5.0,5.0,4.0,5.0,4.9,4.7,4.7,5.0,4.9,4.9,4.2,5.0,5.0,4.73125
240,3,cotton_av1_01,cotton,av1,3.0,4.5,3.6,4.6,3.5,3.9,5.0,5.0,4.1,4.3,3.0,3.0,4.9,4.0,3.8,3.1,3.9562499999999994
241,3,cotton_av1_05,cotton,av1,4.0,4.5,5.0,5.0,5.0,3.9,4.8,4.0,4.8,4.2,5.0,5.0,4.9,4.0,4.9,4.9,4.61875
242,3,cotton_av1_15,cotton,av1,4.0,4.0,5.0,5.0,5.0,4.5,5.0,4.6,4.0,4.7,5.0,5.0,5.0,3.7,5.0,5.0,4.65625
243,3,cotton_av1_25,cotton,av1,4.0,4.0,5.0,4.7,5.0,4.4,5.0,4.5,5.0,4.5,4.0,3.9,5.0,3.0,4.8,5.0,4.4875
244,3,cotton_av1_75,cotton,av1,4.0,5.0,5.0,4.0,5.0,3.9,5.0,4.0,4.8,4.1,5.0,5.0,5.0,3.7,5.0,5.0,4.59375
245,3,cotton_bar_001,cotton,bar,4.0,5.0,5.0,4.2,5.0,4.4,5.0,4.0,4.5,5.0,5.0,4.1,5.0,3.0,5.0,4.8,4.5625
246,3,cotton_bar_002,cotton,bar,4.0,5.0,4.9,4.1,5.0,4.0,5.0,5.0,4.2,5.0,4.0,4.4,5.0,2.9,4.8,5.0,4.51875
247,3,cotton_bar_003,cotton,bar,4.0,4.0,5.0,4.9,5.0,4.0,5.0,5.0,5.0,4.6,4.0,4.5,5.0,3.9,4.7,4.8,4.5874999999999995
248,3,cotton_bar_004,cotton,bar,4.0,5.0,4.0,4.2,4.0,3.8,5.0,4.0,3.9,4.5,4.0,3.6,5.0,3.9,4.8,4.8,4.28125
249,3,cotton_bar_005,cotton,bar,4.0,3.5,3.0,5.0,4.0,3.5,5.0,4.6,1.9,4.2,4.0,5.0,5.0,3.6,4.9,4.0,4.075
250,3,cotton_bpg_25,cotton,bpg,2.5,4.0,2.6,3.7,3.0,4.0,4.1,4.9,3.1,3.7,3.0,4.6,4.4,3.2,3.3,2.5,3.5375
251,3,cotton_bpg_375,cotton,bpg,3.0,4.0,3.0,4.0,3.7,4.5,4.5,4.5,4.4,3.6,4.0,4.9,4.4,3.5,3.9,5.0,4.05625
252,3,cotton_bpg_5,cotton,bpg,3.5,5.0,3.2,4.5,3.8,4.0,4.7,5.0,5.0,5.0,4.0,4.7,5.0,2.5,4.7,4.9,4.343750000000001
253,3,cotton_bpg_625,cotton,bpg,5.0,4.0,4.4,4.5,5.0,4.5,5.0,3.4,4.5,5.0,5.0,3.7,4.8,4.0,4.0,4.9,4.48125
254,3,cotton_bpg_75,cotton,bpg,4.0,4.5,4.9,5.0,5.0,4.4,5.0,4.7,4.1,4.6,4.0,3.6,5.0,3.1,4.7,4.2,4.425000000000001
255,3,cotton_gau_001,cotton,gau,4.0,4.5,5.0,5.0,5.0,4.0,5.0,4.0,4.6,4.0,4.0,4.8,3.7,3.1,4.5,4.8,4.375
256,3,cotton_gau_002,cotton,gau,3.5,3.0,3.0,2.4,3.5,2.4,4.0,3.0,3.1,3.8,2.1,2.9,2.9,2.3,3.1,2.5,2.96875
257,3,cotton_gau_003,cotton,gau,3.5,2.5,2.4,1.9,3.0,2.5,2.4,3.5,2.4,2.3,1.0,3.1,2.3,2.2,2.6,2.6,2.5125
258,3,cotton_gau_004,cotton,gau,3.0,1.0,1.2,2.0,2.8,2.0,2.0,1.0,1.7,1.9,1.0,2.9,2.3,2.1,2.3,2.3,1.96875
259,3,cotton_gau_005,cotton,gau,2.5,1.0,1.2,1.6,2.2,1.3,1.0,1.0,1.3,1.8,1.0,1.2,2.4,1.7,1.8,1.9,1.55625
260,3,cotton_jp2_25,cotton,jp2,2.5,5.0,2.9,2.4,3.0,3.3,3.1,3.6,2.7,2.2,2.0,2.9,1.7,2.4,2.5,3.3,2.84375
261,3,cotton_jp2_375,cotton,jp2,3.5,4.5,3.1,4.6,3.7,4.0,4.7,4.8,3.1,4.0,3.0,3.0,2.7,2.8,3.8,3.5,3.675
262,3,cotton_jp2_5,cotton,jp2,3.0,4.0,3.6,4.5,3.7,4.2,4.0,4.6,4.4,4.6,4.0,3.3,4.9,2.8,4.1,5.0,4.043749999999999
263,3,cotton_jp2_625,cotton,jp2,3.5,5.0,4.9,4.5,5.0,4.9,4.9,4.4,4.8,3.8,4.0,4.8,5.0,2.7,5.0,5.0,4.512499999999999
264,3,cotton_jp2_75,cotton,jp2,4.0,4.0,5.0,5.0,5.0,4.5,4.8,5.0,4.9,4.9,4.0,4.7,5.0,4.6,5.0,5.0,4.7124999999999995
265,3,cotton_jpg_25,cotton,jpg,2.0,1.5,1.2,1.5,1.7,2.1,1.3,3.1,1.0,1.4,1.0,1.6,1.5,1.4,2.4,1.4,1.6312499999999999
266,3,cotton_jpg_375,cotton,jpg,3.0,3.5,3.0,3.0,2.7,3.2,3.7,3.5,2.5,2.9,3.0,3.0,1.9,2.2,3.6,3.8,3.03125
267,3,cotton_jpg_5,cotton,jpg,3.0,4.0,4.0,5.0,3.7,3.6,5.0,3.5,2.8,4.6,3.0,2.8,1.9,3.0,3.6,2.8,3.51875
268,3,cotton_jpg_625,cotton,jpg,4.5,5.0,5.0,4.4,3.7,3.8,4.5,4.0,3.0,5.0,5.0,3.0,3.0,3.0,4.5,5.0,4.15
269,3,cotton_jpg_75,cotton,jpg,4.0,5.0,4.7,4.7,5.0,3.3,4.8,4.0,5.0,4.6,5.0,3.5,5.0,3.3,4.2,5.0,4.44375
270,3,cotton_pin_001,cotton,pin,4.0,5.0,4.9,4.0,5.0,4.3,5.0,4.2,5.0,5.0,4.0,3.5,5.0,3.8,5.0,5.0,4.54375
271,3,cotton_pin_002,cotton,pin,3.5,4.5,5.0,4.0,5.0,3.9,5.0,4.3,4.8,5.0,3.9,4.0,4.9,3.1,5.0,2.9,4.3
272,3,cotton_pin_003,cotton,pin,5.0,4.5,5.0,4.5,5.0,4.8,5.0,4.6,4.9,5.0,3.0,4.6,4.9,4.0,4.6,4.6,4.624999999999999
273,3,cotton_pin_004,cotton,pin,4.0,5.0,5.0,4.2,5.0,5.0,5.0,3.5,5.0,4.2,5.0,3.6,4.9,4.4,4.5,4.9,4.575000000000001
274,3,cotton_pin_005,cotton,pin,4.0,4.0,4.6,5.0,5.0,4.0,5.0,4.4,4.8,4.9,5.0,4.7,5.0,5.0,3.4,4.8,4.6000000000000005
275,3,cotton_sal_001,cotton,sal,4.0,5.0,2.5,1.4,3.5,3.0,3.1,4.0,2.8,4.1,5.0,3.1,1.9,2.9,1.7,5.0,3.3125
276,3,cotton_sal_002,cotton,sal,4.0,1.5,1.2,1.6,2.7,2.0,2.0,3.0,2.7,3.6,3.0,2.7,2.2,2.9,1.8,4.0,2.55625
277,3,cotton_sal_003,cotton,sal,3.0,1.5,1.2,1.6,2.5,2.5,1.4,2.2,2.3,3.0,2.1,2.4,1.7,2.5,1.3,3.5,2.16875
278,3,cotton_sal_004,cotton,sal,3.0,1.0,1.0,2.1,2.0,2.5,2.0,2.0,2.1,1.9,1.0,2.1,1.0,2.2,1.4,4.0,1.9562499999999998
279,3,cotton_sal_005,cotton,sal,1.5,1.0,1.0,1.0,1.5,1.6,1.0,2.1,1.4,2.2,1.0,1.0,1.0,2.0,1.3,2.3,1.4312500000000001
280,3,cotton_uns_001,cotton,uns,4.0,4.5,5.0,4.2,5.0,4.2,5.0,5.0,5.0,4.6,5.0,5.0,4.4,3.7,4.9,5.0,4.65625
281,3,cotton_uns_002,cotton,uns,4.0,4.0,4.4,4.5,4.0,3.6,5.0,4.9,5.0,3.9,3.9,4.0,5.0,3.2,4.1,4.0,4.21875
282,3,cotton_uns_003,cotton,uns,3.5,4.0,4.1,4.1,4.0,4.0,3.9,3.1,5.0,3.0,4.0,3.2,4.2,3.5,3.7,4.0,3.8312500000000007
283,3,cotton_uns_004,cotton,uns,2.0,4.0,4.2,3.5,4.0,3.1,4.0,2.9,4.0,2.6,4.0,3.2,4.2,2.5,3.6,4.0,3.4875000000000003
284,3,cotton_uns_005,cotton,uns,2.0,2.0,4.5,4.1,3.7,3.0,4.0,2.1,3.9,1.8,3.0,1.8,3.2,2.8,3.7,4.0,3.1
285,3,cotton_vp9_01,cotton,vp9,3.0,3.0,2.1,2.5,3.2,3.0,4.3,4.4,3.0,1.8,2.1,3.0,3.8,3.2,3.5,2.6,3.03125
286,3,cotton_vp9_05,cotton,vp9,4.0,4.5,5.0,4.6,5.0,5.0,5.0,3.3,5.0,3.8,4.0,4.6,5.0,2.3,4.8,5.0,4.4312499999999995
287,3,cotton_vp9_15,cotton,vp9,4.5,4.0,5.0,4.2,5.0,4.8,4.9,4.9,5.0,5.0,5.0,3.5,5.0,5.0,5.0,5.0,4.7375
288,3,cotton_vp9_25,cotton,vp9,5.0,4.5,5.0,4.0,5.0,4.0,5.0,4.0,4.6,4.6,5.0,4.2,5.0,4.4,5.0,4.7,4.625000000000001
289,3,cotton_vp9_75,cotton,vp9,4.0,5.0,5.0,4.2,5.0,4.0,5.0,3.5,5.0,4.1,5.0,4.5,5.0,4.0,4.8,5.0,4.5687500000000005
290,3,cotton_x264_01,cotton,x264,2.5,2.0,2.5,2.3,2.5,3.1,2.7,3.0,1.0,2.0,1.0,2.2,1.8,1.9,3.3,2.1,2.24375
291,3,cotton_x264_05,cotton,x264,4.5,5.0,4.9,4.1,3.5,4.2,4.5,4.1,4.6,4.2,4.0,5.0,4.9,3.2,5.0,5.0,4.41875
292,3,cotton_x264_15,cotton,x264,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.5,4.9,4.8,4.0,4.3,5.0,4.2,5.0,5.0,4.606249999999999
293,3,cotton_x264_25,cotton,x264,5.0,4.5,5.0,4.2,5.0,4.0,5.0,4.6,4.6,5.0,4.0,5.0,5.0,4.0,4.7,5.0,4.6625000000000005
294,3,cotton_x264_75,cotton,x264,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.5,4.8,4.2,4.7,5.0,4.575
295,3,cotton_x265_01,cotton,x265,2.0,1.5,2.1,2.9,3.0,3.0,3.5,3.1,2.0,2.2,1.0,2.9,2.2,2.3,3.9,2.9,2.5312499999999996
296,3,cotton_x265_05,cotton,x265,4.0,4.5,4.4,4.1,5.0,4.4,5.0,4.8,4.6,2.5,3.9,5.0,5.0,3.4,4.4,5.0,4.375
297,3,cotton_x265_15,cotton,x265,4.0,5.0,5.0,4.0,5.0,4.1,5.0,3.8,4.5,5.0,4.0,4.0,5.0,3.8,4.2,5.0,4.4624999999999995
298,3,cotton_x265_25,cotton,x265,4.0,4.5,5.0,5.0,5.0,3.9,5.0,4.1,4.5,5.0,5.0,2.9,5.0,2.8,5.0,5.0,4.481249999999999
299,3,cotton_x265_75,cotton,x265,4.0,5.0,5.0,4.6,5.0,4.0,4.0,4.5,4.8,5.0,5.0,4.7,4.3,4.0,5.0,5.0,4.61875
